UID	TCID	QueryID	TCDB:Reaction	Rhea:Reaction	Evalue	Identity
A0QQ70	3.A.1.9.2	sp|P30750|METN_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.45e-25	37.5
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.6e-17	30.0
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.45e-11	32.787
A0QQ70	3.A.1.9.2	sp|P0AAI1|SSUB_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3e-18	32.727
A0QQ70	3.A.1.9.2	sp|P14175|PROV_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.71e-23	34.177
A0QQ70	3.A.1.9.2	sp|P37774|TCYN_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.810000000000001e-32	37.778
A0QQ70	3.A.1.9.2	sp|P75957|LOLD_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.42e-23	34.862
A0QQ70	3.A.1.9.2	sp|P23878|FEPC_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.5e-17	32.258
A0QQ70	3.A.1.9.2	sp|P45769|YHDZ_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.32e-31	34.513
A0QQ70	3.A.1.9.2	sp|P0AAG3|GLTL_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.2300000000000001e-37	38.596
A0QQ70	3.A.1.9.2	sp|P75831|MACB_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.85e-21	37.615
A0QQ70	3.A.1.9.2	sp|P16676|CYSA_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.67e-26	38.496
A0QQ70	3.A.1.9.2	sp|P0AAF6|ARTP_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-32	42.857
A0QQ70	3.A.1.9.2	sp|P16677|PHNC_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3699999999999998e-48	46.383
A0QQ70	3.A.1.9.2	sp|P0A9R7|FTSE_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.8e-20	32.967
A0QQ70	3.A.1.9.2	sp|P0A9T8|YBBA_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.0899999999999999e-23	38.953
A0QQ70	3.A.1.9.2	sp|P10346|GLNQ_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	6.8500000000000005e-37	42.727
A0QQ70	3.A.1.9.2	sp|P37388|XYLG_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.62e-19	30.417
A0QQ70	3.A.1.9.2	sp|P16679|PHNL_ECOLI	phosphonate(2-) (in) + ATP → phosphonate(2-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-10	33.758
A0QQ70	3.A.1.9.2	sp|P07109|HISP_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.92e-31	37.281
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.15e-18	33.333
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.54e-09	30.978
A0QQ70	3.A.1.9.2	sp|P68187|MALK_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.59e-22	35.294
A0QQ70	3.A.1.9.2	sp|P30750|METN_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.45e-25	37.5
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.6e-17	30.0
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.45e-11	32.787
A0QQ70	3.A.1.9.2	sp|P0AAI1|SSUB_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3e-18	32.727
A0QQ70	3.A.1.9.2	sp|P14175|PROV_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.71e-23	34.177
A0QQ70	3.A.1.9.2	sp|P37774|TCYN_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.810000000000001e-32	37.778
A0QQ70	3.A.1.9.2	sp|P75957|LOLD_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.42e-23	34.862
A0QQ70	3.A.1.9.2	sp|P23878|FEPC_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.5e-17	32.258
A0QQ70	3.A.1.9.2	sp|P45769|YHDZ_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.32e-31	34.513
A0QQ70	3.A.1.9.2	sp|P0AAG3|GLTL_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.2300000000000001e-37	38.596
A0QQ70	3.A.1.9.2	sp|P75831|MACB_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.85e-21	37.615
A0QQ70	3.A.1.9.2	sp|P16676|CYSA_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.67e-26	38.496
A0QQ70	3.A.1.9.2	sp|P0AAF6|ARTP_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-32	42.857
A0QQ70	3.A.1.9.2	sp|P16677|PHNC_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3699999999999998e-48	46.383
A0QQ70	3.A.1.9.2	sp|P0A9R7|FTSE_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.8e-20	32.967
A0QQ70	3.A.1.9.2	sp|P0A9T8|YBBA_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.0899999999999999e-23	38.953
A0QQ70	3.A.1.9.2	sp|P10346|GLNQ_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	6.8500000000000005e-37	42.727
A0QQ70	3.A.1.9.2	sp|P37388|XYLG_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.62e-19	30.417
A0QQ70	3.A.1.9.2	sp|P16679|PHNL_ECOLI	phosphonate(2-) (out) + ATP → phosphonate(2-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-10	33.758
A0QQ70	3.A.1.9.2	sp|P07109|HISP_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.92e-31	37.281
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.15e-18	33.333
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.54e-09	30.978
A0QQ70	3.A.1.9.2	sp|P68187|MALK_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.59e-22	35.294
A0QQ70	3.A.1.9.2	sp|P30750|METN_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.45e-25	37.5
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.6e-17	30.0
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.45e-11	32.787
A0QQ70	3.A.1.9.2	sp|P0AAI1|SSUB_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3e-18	32.727
A0QQ70	3.A.1.9.2	sp|P14175|PROV_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.71e-23	34.177
A0QQ70	3.A.1.9.2	sp|P37774|TCYN_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.810000000000001e-32	37.778
A0QQ70	3.A.1.9.2	sp|P75957|LOLD_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.42e-23	34.862
A0QQ70	3.A.1.9.2	sp|P23878|FEPC_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.5e-17	32.258
A0QQ70	3.A.1.9.2	sp|P45769|YHDZ_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.32e-31	34.513
A0QQ70	3.A.1.9.2	sp|P0AAG3|GLTL_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.2300000000000001e-37	38.596
A0QQ70	3.A.1.9.2	sp|P75831|MACB_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.85e-21	37.615
A0QQ70	3.A.1.9.2	sp|P16676|CYSA_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.67e-26	38.496
A0QQ70	3.A.1.9.2	sp|P0AAF6|ARTP_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-32	42.857
A0QQ70	3.A.1.9.2	sp|P16677|PHNC_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3699999999999998e-48	46.383
A0QQ70	3.A.1.9.2	sp|P0A9R7|FTSE_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.8e-20	32.967
A0QQ70	3.A.1.9.2	sp|P0A9T8|YBBA_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.0899999999999999e-23	38.953
A0QQ70	3.A.1.9.2	sp|P10346|GLNQ_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	6.8500000000000005e-37	42.727
A0QQ70	3.A.1.9.2	sp|P37388|XYLG_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.62e-19	30.417
A0QQ70	3.A.1.9.2	sp|P16679|PHNL_ECOLI	phosphate(3-) (in) + ATP → phosphate(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-10	33.758
A0QQ70	3.A.1.9.2	sp|P07109|HISP_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.92e-31	37.281
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.15e-18	33.333
A0QQ70	3.A.1.9.2	sp|P0A9U1|YBHF_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.54e-09	30.978
A0QQ70	3.A.1.9.2	sp|P68187|MALK_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.59e-22	35.294
A0QQ70	3.A.1.9.2	sp|P30750|METN_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.45e-25	37.5
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.6e-17	30.0
A0QQ70	3.A.1.9.2	sp|P37624|RBBA_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.45e-11	32.787
A0QQ70	3.A.1.9.2	sp|P0AAI1|SSUB_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3e-18	32.727
A0QQ70	3.A.1.9.2	sp|P14175|PROV_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	2.71e-23	34.177
A0QQ70	3.A.1.9.2	sp|P37774|TCYN_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.810000000000001e-32	37.778
A0QQ70	3.A.1.9.2	sp|P75957|LOLD_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.42e-23	34.862
A0QQ70	3.A.1.9.2	sp|P23878|FEPC_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.5e-17	32.258
A0QQ70	3.A.1.9.2	sp|P45769|YHDZ_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.32e-31	34.513
A0QQ70	3.A.1.9.2	sp|P0AAG3|GLTL_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.2300000000000001e-37	38.596
A0QQ70	3.A.1.9.2	sp|P75831|MACB_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.85e-21	37.615
A0QQ70	3.A.1.9.2	sp|P16676|CYSA_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	3.67e-26	38.496
A0QQ70	3.A.1.9.2	sp|P0AAF6|ARTP_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-32	42.857
A0QQ70	3.A.1.9.2	sp|P16677|PHNC_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.3699999999999998e-48	46.383
A0QQ70	3.A.1.9.2	sp|P0A9R7|FTSE_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	8.8e-20	32.967
A0QQ70	3.A.1.9.2	sp|P0A9T8|YBBA_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.0899999999999999e-23	38.953
A0QQ70	3.A.1.9.2	sp|P10346|GLNQ_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	6.8500000000000005e-37	42.727
A0QQ70	3.A.1.9.2	sp|P37388|XYLG_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	4.62e-19	30.417
A0QQ70	3.A.1.9.2	sp|P16679|PHNL_ECOLI	phosphate(3-) (out) + ATP → phosphate(3-) (in) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.46e-10	33.758
A0QQ70	3.A.1.9.2	sp|P07109|HISP_ECOLI	phosphite(3-) (in) + ATP → phosphite(3-) (out) + ADP + Pi	phosphate(out) + ATP + H2O = ADP + 2 phosphate(in) + H(+)	1.92e-31	37.281
